"","Tempo","ID_maquina","volt","rotacao","pressao","vibracao","tipo_erro","falha","modelo","idade_maquina","comp_subst"
"40",2016-01-13 02:00:00,"19",NA,431.125102693123,96.1922124612405,38.0838507861811,NA,NA,"model3",17,NA
"41",2016-01-13 02:00:00,"20",NA,367.413806347299,104.854153471584,47.4515364828587,NA,NA,"model2",16,NA
"42",2016-01-13 03:00:00,"10",164.707475526743,399.916163034473,106.771413913314,42.3570865325866,NA,NA,"model3",10,NA
"43",2016-01-13 03:00:00,"11",NA,413.517694056759,108.529570365412,36.7527683377111,NA,NA,"model2",6,NA
"44",2016-01-13 03:00:00,"12",172.676219794856,429.698014147372,107.50493527332,32.301574868546,NA,NA,"model3",9,NA
"45",2016-01-13 03:00:00,"13",165.2868890305,398.866854974556,96.2718484728853,38.0294813925251,NA,NA,"model1",15,NA
"46",2016-01-13 03:00:00,"14",176.167008171256,481.805787332352,89.6572506295923,35.2619402355885,NA,NA,"model3",1,NA
"47",2016-01-13 03:00:00,"15",166.452570424366,358.164686643186,100.545274692175,37.4123520686962,NA,NA,"model3",14,NA
"48",2016-01-13 03:00:00,"16",197.5419024674,487.407339828656,106.127224156066,45.6916584508609,NA,NA,"model1",3,NA
"49",2016-01-13 03:00:00,"17",165.328156930681,396.109229829378,108.208706398649,46.900576639012,NA,NA,"model1",14,NA
"50",2016-01-13 03:00:00,"18",NA,500.875325744849,94.2189104117402,NA,NA,NA,"model3",15,NA
"51",2016-01-13 03:00:00,"19",NA,370.166877123756,112.08905108172,NA,NA,NA,"model3",17,NA
"52",2016-01-13 03:00:00,"20",176.118874679656,469.79654694049,87.7290074071331,36.6084795945367,NA,NA,"model2",16,NA
"53",2016-01-13 04:00:00,"10",NA,425.064654868632,91.2402414407407,36.4514578250532,NA,NA,"model3",10,NA
"54",2016-01-13 04:00:00,"11",NA,423.579758795156,114.576681135629,39.7276948004634,NA,NA,"model2",6,NA
"55",2016-01-13 04:00:00,"12",141.579627091443,397.099629077709,87.8888407226913,34.6628709032709,NA,NA,"model3",9,NA
"56",2016-01-13 04:00:00,"13",NA,497.368995400391,92.5469887008528,41.7064142681238,NA,NA,"model1",15,NA
"57",2016-01-13 04:00:00,"14",170.426877808345,398.660158293706,100.555276070598,39.8152460160119,NA,NA,"model3",1,NA
"58",2016-01-13 04:00:00,"15",NA,427.550479002859,94.6612395512097,36.5676880642818,NA,NA,"model3",14,NA
"59",2016-01-13 04:00:00,"16",162.126799605401,366.388130447372,95.3026938112093,41.6301120026741,NA,NA,"model1",3,NA
"60",2016-01-13 04:00:00,"17",NA,418.674223342483,107.167289650347,43.4708723706797,NA,NA,"model1",14,NA
"61",2016-01-13 04:00:00,"18",NA,392.88181353447,96.5888942542291,35.1910535952362,NA,NA,"model3",15,NA
"62",2016-01-13 04:00:00,"19",NA,457.528812274168,102.060478929192,45.8092222371102,NA,NA,"model3",17,NA
"63",2016-01-13 04:00:00,"20",NA,510.089637132407,104.433234866011,NA,NA,NA,"model2",16,NA
"64",2016-01-13 05:00:00,"10",NA,487.852651437857,94.4145603600033,40.5801123856315,NA,NA,"model3",10,NA
"65",2016-01-13 05:00:00,"11",NA,444.242267194127,101.6606329799,37.7763305079586,NA,NA,"model2",6,NA
"66",2016-01-13 05:00:00,"12",147.794626423707,385.082172733918,106.093021196664,45.4633886495902,NA,NA,"model3",9,NA
"67",2016-01-13 05:00:00,"13",182.596220518133,412.131166890378,108.708239178326,36.8450062656737,NA,NA,"model1",15,NA
"68",2016-01-13 05:00:00,"14",171.725823263548,393.92901176007,106.823848092872,49.1126963900951,NA,NA,"model3",1,NA
"69",2016-01-13 05:00:00,"15",181.774802067151,341.764157654793,92.3712189302937,37.4664411767111,NA,NA,"model3",14,NA
"70",2016-01-13 05:00:00,"16",NA,545.865302112628,104.753701091573,32.5442793163556,NA,NA,"model1",3,NA
"71",2016-01-13 05:00:00,"17",141.881253004085,478.623722325028,108.22334067081,48.0110586275006,NA,NA,"model1",14,NA
"72",2016-01-13 05:00:00,"18",177.298620133616,408.349657367341,106.544204850496,33.1088324145458,NA,NA,"model3",15,NA
"73",2016-01-13 05:00:00,"19",NA,440.453714788994,98.5322294482307,40.404529295593,NA,NA,"model3",17,NA
"74",2016-01-13 05:00:00,"20",159.051049972858,456.380451291985,101.543045481176,45.9290083660058,NA,NA,"model2",16,NA
"75",2016-01-13 06:00:00,"10",160.232985287282,384.645254505264,103.71469981968,34.2687404473814,NA,"comp1","model3",10,"comp1"
"76",2016-01-13 06:00:00,"11",159.778833835372,431.327967874667,109.678191872127,48.4332406462363,NA,"comp1","model2",6,"comp1"
"77",2016-01-13 06:00:00,"12",186.763986106762,354.831195973645,93.2938484443054,38.9055749711365,NA,"comp1","model3",9,"comp1"
"78",2016-01-13 06:00:00,"13",169.912975639696,489.245297411101,97.8437995836421,34.9352098855578,NA,"comp1","model1",15,"comp1"
"79",2016-01-13 06:00:00,"14",NA,446.601084582656,95.4300992405318,37.8148812428036,NA,"comp1","model3",1,"comp1"
"80",2016-01-13 06:00:00,"15",NA,450.717789488999,92.9699707869641,33.3783996575293,NA,"comp1","model3",14,"comp1"
"81",2016-01-13 06:00:00,"16",166.692937004564,472.086574103419,95.7973829088929,37.47415296053,NA,"comp1","model1",3,"comp1"
"82",2016-01-13 06:00:00,"17",NA,564.827422002671,94.2298182762144,38.6358825443363,NA,"comp1","model1",14,"comp1"
"83",2016-01-13 06:00:00,"18",NA,369.751070243533,89.2468877137603,34.9091293073638,NA,"comp1","model3",15,"comp1"
"84",2016-01-13 06:00:00,"19",NA,495.758157445753,94.8271919070333,28.3880392014363,NA,"comp1","model3",17,"comp1"
"85",2016-01-13 06:00:00,"20",NA,479.34394271148,89.0849058732569,38.7421519528414,NA,"comp1","model2",16,"comp1"
"86",2016-01-13 07:00:00,"10",NA,372.012202952497,87.2134845666901,43.1015560538947,NA,NA,"model3",10,NA
"87",2016-01-13 07:00:00,"11",164.662182605848,491.443983860481,104.400569734957,36.9485351958859,NA,NA,"model2",6,NA
"88",2016-01-13 07:00:00,"12",189.663267702458,445.706659432082,96.0998253797152,44.2441807218646,NA,NA,"model3",9,NA
"89",2016-01-13 07:00:00,"13",159.09229656458,463.540780325832,87.5383160110007,24.2766875562365,NA,NA,"model1",15,NA
"90",2016-01-13 07:00:00,"14",NA,432.691351343587,92.9906657119844,36.6065055009515,NA,NA,"model3",1,NA
"91",2016-01-13 07:00:00,"15",174.310256939334,387.68516721718,98.2450830899975,29.4170753481184,NA,NA,"model3",14,NA
"92",2016-01-13 07:00:00,"16",NA,410.585476578806,103.41056343956,35.1643906747691,NA,NA,"model1",3,NA
"93",2016-01-13 07:00:00,"17",168.595898091338,496.096517836052,84.4852225688853,41.5563853451215,NA,NA,"model1",14,NA
"94",2016-01-13 07:00:00,"18",185.732700200617,506.362792369881,94.4175011285255,45.4671895754404,NA,NA,"model3",15,NA
"95",2016-01-13 07:00:00,"19",NA,497.293787346805,90.7214668345818,30.1502690076961,NA,NA,"model3",17,NA
"96",2016-01-13 07:00:00,"20",166.281504552737,427.607870143971,105.102076649782,40.8007701501425,NA,NA,"model2",16,NA
"97",2016-01-13 08:00:00,"10",NA,472.330516830691,71.8124713931314,35.209784363218,NA,NA,"model3",10,NA
"98",2016-01-13 08:00:00,"11",165.443216514168,496.083898084838,93.0665247884243,41.9962517653556,NA,NA,"model2",6,NA
"99",2016-01-13 08:00:00,"12",NA,358.342596414859,85.4590256044615,41.2201248439529,NA,NA,"model3",9,NA
"100",2016-01-13 08:00:00,"13",183.480152429052,501.883662237701,103.305928629715,49.257363179583,NA,NA,"model1",15,NA
"101",2016-01-13 08:00:00,"14",155.0755904849,409.428951428345,72.9066889109577,27.8323647303778,NA,NA,"model3",1,NA
"102",2016-01-13 08:00:00,"15",NA,436.61052512676,100.568317422948,45.0662788502456,NA,NA,"model3",14,NA
"103",2016-01-13 08:00:00,"16",NA,512.009952695528,100.593275765246,40.2272086213523,NA,NA,"model1",3,NA
"104",2016-01-13 08:00:00,"17",189.815401796004,454.880235768504,99.6477804656266,36.6256162828486,NA,NA,"model1",14,NA
"105",2016-01-13 08:00:00,"18",NA,482.609794150651,113.103614114477,34.3209779428314,NA,NA,"model3",15,NA
"106",2016-01-13 08:00:00,"19",174.998814065739,471.372125873536,86.2131456439125,32.7620010769358,NA,NA,"model3",17,NA
"107",2016-01-13 08:00:00,"20",NA,406.447762531719,106.620687562204,36.7172623856543,NA,NA,"model2",16,NA
"108",2016-01-13 09:00:00,"10",NA,531.056127899536,109.760766504228,44.4812470203794,NA,NA,"model3",10,NA
"109",2016-01-13 09:00:00,"11",NA,380.726616680641,105.993650620026,46.7819959668737,NA,NA,"model2",6,NA
"110",2016-01-13 09:00:00,"12",NA,437.330768985399,100.514867617852,35.2951465292705,NA,NA,"model3",9,NA
"111",2016-01-13 09:00:00,"13",NA,490.99660441443,94.3132279940323,34.6948368902744,NA,NA,"model1",15,NA
"112",2016-01-13 09:00:00,"14",NA,443.377757589306,106.910230364689,33.1828252582799,NA,NA,"model3",1,NA
"113",2016-01-13 09:00:00,"15",169.624393567002,409.425259749718,93.6805886147341,27.8478009635723,NA,NA,"model3",14,NA
"114",2016-01-13 09:00:00,"16",NA,458.827134678541,98.3723492934276,28.8912601392635,NA,NA,"model1",3,NA
"115",2016-01-13 09:00:00,"17",NA,386.98470129887,105.771438058644,53.5183154823452,NA,NA,"model1",14,NA
"116",2016-01-13 09:00:00,"18",NA,417.999284748718,108.999402100678,42.2547816579765,NA,NA,"model3",15,NA
"117",2016-01-13 09:00:00,"19",182.440803640539,508.785227246217,106.263296392886,44.7580855707736,NA,NA,"model3",17,NA
"118",2016-01-13 09:00:00,"20",NA,365.267812338171,89.9885052033075,43.1835563273869,NA,NA,"model2",16,NA
"119",2016-01-13 10:00:00,"10",NA,428.510506792302,92.8070198647076,43.9347336661155,NA,NA,"model3",10,NA
"120",2016-01-13 10:00:00,"11",166.896180397564,480.398634060441,86.6528085019277,38.8004323436944,NA,NA,"model2",6,NA
"121",2016-01-13 10:00:00,"12",185.570407658902,510.343029382835,94.0461503471789,43.6251742971787,NA,NA,"model3",9,NA
"122",2016-01-13 10:00:00,"13",NA,480.882778894111,103.49731601894,44.7194593391051,NA,NA,"model1",15,NA
"123",2016-01-13 10:00:00,"14",186.32630071935,447.424774474603,95.003026735262,33.4073857393009,NA,NA,"model3",1,NA
"124",2016-01-13 10:00:00,"15",NA,470.427836293953,104.470401563006,51.7530998583302,NA,NA,"model3",14,NA
"125",2016-01-13 10:00:00,"16",187.991371971675,480.080302575718,82.7802795779476,39.3576176380466,NA,NA,"model1",3,NA
"126",2016-01-13 10:00:00,"17",NA,406.099658408992,109.769044227072,29.0251277977996,NA,NA,"model1",14,NA
"127",2016-01-13 10:00:00,"18",164.16059898229,512.868177113316,95.9859035320039,38.6726601592538,NA,NA,"model3",15,NA
"128",2016-01-13 10:00:00,"19",175.949965640539,404.57282409211,108.362762887232,32.4935160494835,NA,NA,"model3",17,NA
"129",2016-01-13 10:00:00,"20",NA,519.515300037976,124.778099753111,47.093042839273,NA,NA,"model2",16,NA
"130",2016-01-13 11:00:00,"10",NA,494.112427677649,109.426366494002,41.9742904701332,NA,NA,"model3",10,NA
"131",2016-01-13 11:00:00,"11",159.147824879431,429.296749741563,100.903167642236,34.7287722914604,NA,NA,"model2",6,NA
"132",2016-01-13 11:00:00,"12",183.85647283815,447.989792365093,96.8684643599608,35.9219788726611,NA,NA,"model3",9,NA
"133",2016-01-13 11:00:00,"13",NA,457.47745017112,100.177618406943,48.411069935968,NA,NA,"model1",15,NA
"134",2016-01-13 11:00:00,"14",NA,504.10746184612,97.3736563936123,44.0143726015488,NA,NA,"model3",1,NA
"135",2016-01-13 11:00:00,"15",NA,448.142304890714,100.111231483198,42.7391014145441,NA,NA,"model3",14,NA
"136",2016-01-13 11:00:00,"16",NA,458.034651258503,95.9589524524926,38.3819033295008,NA,NA,"model1",3,NA
"137",2016-01-13 11:00:00,"17",NA,489.685412736487,114.005809525507,40.4767198819484,NA,NA,"model1",14,NA
"138",2016-01-13 11:00:00,"18",167.363135909865,479.599681253184,93.8225813411738,35.2761873585837,NA,NA,"model3",15,NA
"139",2016-01-13 11:00:00,"19",171.653791626,512.484762647154,97.8575229000082,46.2262787522699,NA,NA,"model3",17,NA
"140",2016-01-13 11:00:00,"20",NA,467.95961230433,110.73057345981,47.6847977318963,NA,NA,"model2",16,NA
"141",2016-01-13 12:00:00,"10",NA,566.59348268817,97.7329384521576,41.8417186655472,NA,NA,"model3",10,NA
"142",2016-01-13 12:00:00,"11",179.931222124767,467.358253703183,117.496300376798,34.61725060853,NA,NA,"model2",6,NA
"143",2016-01-13 12:00:00,"12",155.594561016557,442.288821060043,95.9518944675591,41.4637682036798,NA,NA,"model3",9,NA
"144",2016-01-13 12:00:00,"13",168.369297615569,484.203807216043,106.562460337308,43.6364747355327,NA,NA,"model1",15,NA
"145",2016-01-13 12:00:00,"14",NA,451.188639836131,106.316401781199,37.0628239822988,NA,NA,"model3",1,NA
"146",2016-01-13 12:00:00,"15",143.287002624781,413.069658691217,112.73835716547,35.0223508294955,NA,NA,"model3",14,NA
"147",2016-01-13 12:00:00,"16",152.586829117256,506.598470544409,107.105870596605,34.7665214982006,NA,NA,"model1",3,NA
"148",2016-01-13 12:00:00,"17",160.733413963492,439.29767046649,130.870237722311,37.4799413866652,NA,NA,"model1",14,NA
"149",2016-01-13 12:00:00,"18",NA,519.816780556177,101.634115821874,36.2505169747444,NA,NA,"model3",15,NA
"150",2016-01-13 12:00:00,"19",170.886124019979,473.401516275506,77.1741919804034,34.3769800285285,NA,NA,"model3",17,NA
"151",2016-01-13 12:00:00,"20",NA,407.904676392256,97.7104765525968,45.9436311835794,NA,NA,"model2",16,NA
"152",2016-01-13 13:00:00,"10",NA,475.57689626302,90.9451396864334,39.5098761800723,NA,NA,"model3",10,NA
"153",2016-01-13 13:00:00,"11",175.662695729532,554.071199662697,96.4402541274264,42.0289972446213,NA,NA,"model2",6,NA
"154",2016-01-13 13:00:00,"12",191.31834647192,307.242738463828,101.998603753612,41.9065144195006,NA,NA,"model3",9,NA
"155",2016-01-13 13:00:00,"13",NA,521.972976979404,107.976726982881,52.9487805196815,NA,NA,"model1",15,NA
"156",2016-01-13 13:00:00,"14",194.25070422926,369.439523509725,99.7335555795346,39.9359378998614,NA,NA,"model3",1,NA
"157",2016-01-13 13:00:00,"15",171.076971321881,431.860873585986,92.1909983450493,44.1091793826671,NA,NA,"model3",14,NA
"158",2016-01-13 13:00:00,"16",NA,432.528765962299,115.750567678711,35.9779639083797,NA,NA,"model1",3,NA
"159",2016-01-13 13:00:00,"17",NA,433.769314187544,95.7819304316393,49.2306712343823,NA,NA,"model1",14,NA
"160",2016-01-13 13:00:00,"18",NA,463.19271312246,107.196525296962,46.0687619476361,NA,NA,"model3",15,NA
"161",2016-01-13 13:00:00,"19",NA,478.282054941781,93.6730402090268,NA,NA,NA,"model3",17,NA
"162",2016-01-13 13:00:00,"20",NA,464.611655970687,97.3368194666701,41.2773370750129,NA,NA,"model2",16,NA
"163",2016-01-13 14:00:00,"10",NA,411.233522647596,94.9154514297237,39.2771426605316,NA,NA,"model3",10,NA
"164",2016-01-13 14:00:00,"11",185.40348799522,409.88507779829,102.660243436418,32.4147925151887,NA,NA,"model2",6,NA
"165",2016-01-13 14:00:00,"12",179.729279648201,449.073107784229,115.2608279744,39.1476773095929,NA,NA,"model3",9,NA
"166",2016-01-13 14:00:00,"13",158.945810161312,470.135596372125,90.9973157251468,26.031165486468,NA,NA,"model1",15,NA
"167",2016-01-13 14:00:00,"14",170.399269174675,486.883995369557,94.714211310154,34.328208026949,NA,NA,"model3",1,NA
"168",2016-01-13 14:00:00,"15",182.604940821555,439.066987612688,106.880916473746,36.8735310099135,NA,NA,"model3",14,NA
"169",2016-01-13 14:00:00,"16",168.85264542016,410.293018463323,90.8183883101382,41.4666957011257,NA,NA,"model1",3,NA
"170",2016-01-13 14:00:00,"17",150.980047243891,494.937048001033,103.740827728428,40.2039223619756,NA,NA,"model1",14,NA
"171",2016-01-13 14:00:00,"18",164.308020170331,449.173235851167,107.012322747778,36.0103367562182,NA,NA,"model3",15,NA
"172",2016-01-13 14:00:00,"19",198.913445047393,439.619571042709,111.160842825058,45.8002057901286,NA,NA,"model3",17,NA
"173",2016-01-13 14:00:00,"20",NA,356.360630690803,105.061079704245,41.864611679395,NA,NA,"model2",16,NA
"174",2016-01-13 15:00:00,"10",144.369599722689,465.353559815956,102.378209154287,37.6428298061313,NA,NA,"model3",10,NA
"175",2016-01-13 15:00:00,"11",178.773826329963,428.689582993336,96.1639597682722,46.064473326056,NA,NA,"model2",6,NA
"176",2016-01-13 15:00:00,"12",NA,513.930436590065,111.852719593691,38.5178840809987,NA,NA,"model3",9,NA
"177",2016-01-13 15:00:00,"13",NA,402.648316034678,99.3186905660904,48.1929264016018,NA,NA,"model1",15,NA
"178",2016-01-13 15:00:00,"14",136.728755195003,464.311554639668,104.890607916382,43.0895082413609,NA,NA,"model3",1,NA
"179",2016-01-13 15:00:00,"15",NA,453.223280013867,100.694451806413,46.4532148514056,NA,NA,"model3",14,NA
"180",2016-01-13 15:00:00,"16",NA,410.893458702666,101.11131419072,43.3901358153168,NA,NA,"model1",3,NA
"181",2016-01-13 15:00:00,"17",172.190206141439,392.906394511835,106.666729734918,42.4406209969327,NA,NA,"model1",14,NA
"182",2016-01-13 15:00:00,"18",154.644558124283,351.86860638564,93.9892792209686,32.806450433213,NA,NA,"model3",15,NA
"183",2016-01-13 15:00:00,"19",NA,428.631621905432,116.589211396017,42.7755204870588,NA,NA,"model3",17,NA
"184",2016-01-13 15:00:00,"20",NA,448.648319608921,94.517676086438,41.1110097165209,NA,NA,"model2",16,NA
"185",2016-01-13 16:00:00,"10",155.389934773019,407.32661654919,111.730854621407,43.5919657265665,NA,NA,"model3",10,NA
"186",2016-01-13 16:00:00,"11",171.731306183721,449.915861958889,119.526670316024,34.2409524276367,NA,NA,"model2",6,NA
"187",2016-01-13 16:00:00,"12",150.909215630265,515.126807550396,90.9242355881017,44.8310582905466,NA,NA,"model3",9,NA
"188",2016-01-13 16:00:00,"13",143.858981578708,452.614040092329,100.013325443129,48.4769319947391,NA,NA,"model1",15,NA
"189",2016-01-13 16:00:00,"14",NA,502.0542111819,83.8955452916677,39.9309582961585,NA,NA,"model3",1,NA
"190",2016-01-13 16:00:00,"15",180.418221096269,369.749248329298,108.166351678381,39.5981000331391,NA,NA,"model3",14,NA
"191",2016-01-13 16:00:00,"16",NA,457.487175961474,110.540301977821,34.5578460708099,NA,NA,"model1",3,NA
"192",2016-01-13 16:00:00,"17",143.782092545033,464.376795130373,100.858361972871,43.2192975995509,NA,NA,"model1",14,NA
"193",2016-01-13 16:00:00,"18",NA,407.175165468085,94.1127288632837,44.1737513278517,NA,NA,"model3",15,NA
"194",2016-01-13 16:00:00,"19",179.419103272894,417.495053116098,101.874407965191,42.6102953986666,NA,NA,"model3",17,NA
"195",2016-01-13 16:00:00,"20",NA,472.414384124722,110.858293621332,32.4882884442485,NA,NA,"model2",16,NA
"196",2016-01-13 17:00:00,"10",156.803119723152,485.566409585194,83.6169514521087,51.0197206068459,NA,NA,"model3",10,NA
"197",2016-01-13 17:00:00,"11",NA,401.729968513745,85.983585310382,48.9719966646825,NA,NA,"model2",6,NA
"198",2016-01-13 17:00:00,"12",148.932674738911,606.612578117479,98.3047971560565,41.7511624360122,NA,NA,"model3",9,NA
"199",2016-01-13 17:00:00,"13",173.086090821184,518.405369155227,95.4062440606106,48.9206713867523,NA,NA,"model1",15,NA
"200",2016-01-13 17:00:00,"14",NA,442.627329830865,104.106081172172,51.1414871273159,NA,NA,"model3",1,NA
"201",2016-01-13 17:00:00,"15",147.720861511379,487.026434265037,108.20074016965,45.7885882924276,NA,NA,"model3",14,NA
"202",2016-01-13 17:00:00,"16",178.037101809016,510.401940108134,103.457635995737,35.9495285792074,NA,NA,"model1",3,NA
"203",2016-01-13 17:00:00,"17",180.179142645761,466.591914542083,108.617546722253,39.1538002442013,NA,NA,"model1",14,NA
"204",2016-01-13 17:00:00,"18",NA,405.678679627843,96.0179479640154,NA,NA,NA,"model3",15,NA
"205",2016-01-13 17:00:00,"19",NA,454.898378103096,97.2977805754137,37.6062914982339,NA,NA,"model3",17,NA
"206",2016-01-13 17:00:00,"20",NA,384.097518179511,98.195459613146,36.0343910082055,NA,NA,"model2",16,NA
"207",2016-01-13 18:00:00,"10",154.685799016577,411.524104760388,107.981861956229,38.9957106858212,NA,NA,"model3",10,NA
"208",2016-01-13 18:00:00,"11",NA,379.481139514517,118.827645870224,40.0378487414339,NA,NA,"model2",6,NA
"209",2016-01-13 18:00:00,"12",158.198633527477,453.034657363418,100.012868207712,40.8738380169001,NA,NA,"model3",9,NA
"210",2016-01-13 18:00:00,"13",134.208072217259,434.81005323113,97.2913428792399,34.8167964096776,NA,NA,"model1",15,NA
"211",2016-01-13 18:00:00,"14",NA,483.638216116089,101.572852298644,47.6435528228677,NA,NA,"model3",1,NA
"212",2016-01-13 18:00:00,"15",NA,420.887675393276,105.823258823943,NA,NA,NA,"model3",14,NA
"213",2016-01-13 18:00:00,"16",164.357015135661,403.610560156661,99.2959216677566,41.0512787866352,NA,NA,"model1",3,NA
"214",2016-01-13 18:00:00,"17",194.063602536577,485.830997094692,97.4039545766072,34.5754635270538,NA,NA,"model1",14,NA
"215",2016-01-13 18:00:00,"18",NA,545.358860586104,122.347779907966,41.3018390134039,NA,NA,"model3",15,NA
"216",2016-01-13 18:00:00,"19",NA,451.566691338562,74.3992806726781,28.5109484086531,NA,NA,"model3",17,NA
"217",2016-01-13 18:00:00,"20",NA,351.321605867479,115.102903180379,38.1962295614282,NA,NA,"model2",16,NA
"218",2016-01-13 19:00:00,"10",NA,546.346781399093,73.8795251903114,41.3509392692288,NA,NA,"model3",10,NA
"219",2016-01-13 19:00:00,"11",NA,502.517107766066,111.446345166325,36.17277999144,NA,NA,"model2",6,NA
"220",2016-01-13 19:00:00,"12",NA,385.759740551408,96.1937371615741,40.0171592272412,NA,NA,"model3",9,NA
"221",2016-01-13 19:00:00,"13",NA,485.338610319862,98.5769086865315,45.9023635744392,NA,NA,"model1",15,NA
"222",2016-01-13 19:00:00,"14",NA,451.900829371916,114.881230219429,36.295850127583,NA,NA,"model3",1,NA
"223",2016-01-13 19:00:00,"15",188.510432344132,541.914599208488,103.442630449837,37.0073769048077,NA,NA,"model3",14,NA
"224",2016-01-13 19:00:00,"16",NA,458.152904484669,95.7431680168688,48.9255397248041,NA,NA,"model1",3,NA
"225",2016-01-13 19:00:00,"17",NA,435.367023106779,81.0759318034759,39.7728306462776,NA,NA,"model1",14,NA
"226",2016-01-13 19:00:00,"18",NA,448.402881228154,102.208846795796,37.4948041825334,NA,NA,"model3",15,NA
